Semana,Producto_ID,State_ID,cluster,Demanda_uni_equil
3,34865,1.0,22,31670.0
3,33672,0.0,22,138.0
3,8865,0.0,22,688.0
3,48042,0.0,22,100.0
3,35228,0.0,22,15.0
3,36457,10.0,22,109.0
3,43187,11.0,22,3636.0
3,972,15.0,22,6869.0
3,40217,15.0,22,1564.0
3,41938,2.0,22,67874.0
3,3977,2.0,22,210.0
3,31467,26.0,22,2325.0
3,8931,26.0,22,550.0
3,5277,28.0,22,24.0
3,33260,28.0,22,59.0
3,35241,28.0,22,98.0
3,1150,27.0,22,19424.0
3,42434,19.0,22,2218.0
3,43067,19.0,22,2568.0
3,1220,29.0,22,4266.0
3,634,8.0,16,207.0
3,30236,8.0,22,608.0
3,32959,29.0,22,275.0
3,34865,2.0,22,11576.0
3,43196,19.0,22,191.0
3,31310,10.0,22,29708.0
3,35244,26.0,22,22.0
3,32861,10.0,22,9614.0
3,48578,11.0,22,4030.0
3,45112,24.0,22,1101.0
3,43160,11.0,22,307.0
3,30007,5.0,22,5899.0
3,31520,9.0,22,130.0
3,6700,7.0,22,6.0
3,43039,7.0,22,1478.0
3,9217,9.0,22,3807.0
3,43027,7.0,22,1916.0
3,6476,13.0,22,1145.0
3,45182,7.0,22,8.0
3,35148,13.0,22,1112.0
3,43204,13.0,22,436.0
3,1144,3.0,22,9897.0
3,43203,1.0,22,731.0
3,34785,0.0,22,27703.0
3,36641,0.0,22,23.0
3,2122,0.0,22,2704.0
3,32436,0.0,22,1142.0
3,49737,0.0,22,268.0
3,36537,26.0,22,924.0
3,35565,11.0,22,474.0
3,37223,5.0,22,17.0
3,43183,11.0,22,4179.0
3,40930,12.0,22,0.0
3,35053,17.0,22,327.0
3,30415,15.0,22,214.0
3,31184,31.0,22,0.0
3,3270,2.0,22,25299.0
3,30572,2.0,22,193614.0
3,32640,2.0,22,553.0
3,357,2.0,0,371.0
3,45143,2.0,22,14899.0
3,44292,28.0,22,17.0
3,36318,26.0,22,39.0
3,35144,8.0,22,1261.0
3,33682,2.0,22,491.0
3,31473,2.0,22,43.0
3,30572,10.0,22,87603.0
3,49028,27.0,22,3021.0
3,43256,27.0,22,9.0
3,35244,27.0,22,130.0
3,4259,27.0,22,0.0
3,43174,5.0,22,5446.0
3,40886,5.0,22,1639.0
3,31512,24.0,22,2282.0
3,43186,24.0,22,889.0
3,1643,7.0,22,6.0
3,44102,9.0,22,12680.0
3,32953,13.0,22,684.0
3,43285,13.0,22,0.0
3,30215,13.0,22,14.0
3,31506,1.0,22,15393.0
3,47124,1.0,22,10101.0
3,48893,1.0,22,282.0
3,43062,0.0,22,2268.0
3,43136,0.0,22,9111.0
3,43169,0.0,22,3675.0
3,35976,0.0,22,643.0
3,48216,7.0,22,2.0
3,46084,17.0,22,381.0
3,46103,17.0,22,29.0
3,36008,16.0,22,53.0
3,48417,6.0,22,28871.0
3,35144,6.0,22,2802.0
3,1129,14.0,1,7415.0
3,42110,20.0,22,1.0
3,30569,20.0,22,783.0
3,36003,31.0,22,10.0
3,43033,26.0,22,2661.0
3,35526,26.0,22,112.0
3,30575,27.0,22,9015.0
3,45143,27.0,22,40.0
3,1120,19.0,22,4274.0
3,34768,29.0,22,108.0
3,73,8.0,11,6865.0
3,33267,2.0,22,196.0
3,43060,10.0,22,2112.0
3,43197,27.0,22,19.0
3,32142,2.0,22,6.0
3,35455,19.0,22,723.0
3,30252,16.0,22,29.0
3,5328,10.0,22,388.0
3,31518,2.0,22,20.0
3,43218,11.0,22,1201.0
3,8865,11.0,22,166.0
3,33736,12.0,22,722.0
3,37185,11.0,22,0.0
3,40639,5.0,22,550.0
3,31231,12.0,22,48.0
3,30531,7.0,22,19347.0
3,30235,9.0,22,343.0
3,2025,7.0,22,8553.0
3,3977,13.0,22,167.0
3,31484,9.0,22,1245.0
3,43186,7.0,22,243.0
3,34204,9.0,22,106.0
3,32281,9.0,22,36.0
3,34211,13.0,22,16093.0
3,49860,13.0,22,119.0
3,43220,6.0,22,202.0
3,73,3.0,11,6169.0
3,31184,1.0,22,6859.0
3,31695,1.0,22,2863.0
3,30548,0.0,22,1827.0
3,43174,0.0,22,3153.0
3,33265,0.0,22,1033.0
3,35526,0.0,22,984.0
3,1232,16.0,25,31555.0
3,36748,16.0,22,1169.0
3,328,32.0,3,0.0
3,32263,15.0,22,1979.0
3,40447,15.0,22,4543.0
3,42434,31.0,22,822.0
3,35147,2.0,22,1054.0
3,5917,2.0,22,363.0
3,43068,28.0,22,6967.0
3,35525,19.0,22,312.0
3,34226,8.0,22,2935.0
3,30416,8.0,22,47.0
3,32290,29.0,22,22.0
3,32959,10.0,22,299.0
3,43255,10.0,22,132.0
3,34914,26.0,22,336.0
3,43060,28.0,22,236.0
3,31511,28.0,22,59.0
3,37057,29.0,22,4030.0
3,30575,5.0,22,112157.0
3,43222,10.0,22,653.0
3,33736,11.0,22,623.0
3,32959,11.0,22,614.0
3,41843,24.0,22,3727.0
3,43207,24.0,22,23508.0
3,34178,24.0,22,522.0
3,43075,5.0,22,5299.0
3,1238,7.0,29,12126.0
3,36998,9.0,22,336.0
3,1284,13.0,22,96180.0
3,34226,13.0,22,562.0
3,634,9.0,16,24.0
3,42453,13.0,22,1873.0
3,31500,13.0,22,110.0
3,30314,6.0,22,3651.0
3,47336,6.0,22,8974.0
3,35113,3.0,22,12084.0
3,32939,1.0,22,478.0
3,43065,1.0,22,14218.0
3,31231,1.0,22,239.0
3,30568,0.0,22,1135.0
3,31194,0.0,22,300.0
3,33779,1.0,22,20.0
3,34080,0.0,22,55.0
3,30416,2.0,22,413.0
3,43061,26.0,22,0.0
3,45795,19.0,22,1710.0
3,43023,5.0,22,1998.0
3,34200,9.0,22,20.0
3,32963,17.0,22,297.0
3,46095,17.0,22,1186.0
3,32845,6.0,22,1549.0
3,693,6.0,16,927.0
3,1240,31.0,29,10701.0
3,31779,31.0,22,254.0
3,1144,28.0,22,1478.0
3,35113,28.0,22,507.0
3,32815,26.0,22,100.0
3,33736,28.0,22,21.0
3,37273,27.0,22,1056.0
3,32815,27.0,22,114.0
3,34786,29.0,22,4281.0
3,43161,10.0,22,362.0
3,43255,27.0,22,22.0
3,35439,27.0,22,68.0
3,31513,29.0,22,202.0
3,36912,19.0,22,4.0
3,5710,11.0,22,54.0
3,43176,11.0,22,97.0
3,43194,24.0,22,1109.0
3,31392,9.0,22,2387.0
3,36598,7.0,22,187.0
3,4910,13.0,22,3288.0
3,30532,13.0,22,49487.0
3,34768,9.0,22,433.0
3,43084,7.0,22,208.0
3,205,1.0,20,439.0
3,40217,1.0,22,55700.0
3,43066,1.0,22,17033.0
3,43033,0.0,22,53435.0
3,33853,0.0,22,117.0
3,30007,0.0,22,2732.0
3,30383,32.0,22,167.0
3,30177,1.0,22,853.0
3,44102,2.0,22,62383.0
3,43222,2.0,22,31.0
3,32353,9.0,22,19487.0
3,1212,16.0,22,18785.0
3,41938,6.0,22,51743.0
3,30575,20.0,22,17027.0
3,41843,31.0,22,4274.0
3,6469,2.0,22,24111.0
3,72,2.0,6,495.0
3,141,28.0,10,42.0
3,40680,28.0,22,1064.0
3,145,19.0,10,434.0
3,1126,19.0,1,15.0
3,1238,29.0,29,15799.0
3,1120,29.0,22,4054.0
3,31198,29.0,22,56.0
3,34904,26.0,22,24.0
3,35241,27.0,22,108.0
3,43279,27.0,22,64.0
3,32204,2.0,22,390.0
3,31470,29.0,22,341.0
3,43220,11.0,22,7431.0
3,48577,12.0,22,2047.0
3,43187,12.0,22,1827.0
3,43220,24.0,22,529.0
3,37057,9.0,22,34353.0
3,32639,7.0,22,289.0
3,31586,7.0,22,171.0
3,30370,9.0,22,151.0
3,34210,7.0,22,9239.0
3,5200,13.0,22,1318.0
3,43185,9.0,22,8384.0
3,45527,24.0,22,60.0
3,31471,3.0,22,9374.0
3,40886,1.0,22,14394.0
3,43068,1.0,22,10596.0
3,202,0.0,20,7040.0
3,36008,0.0,22,2452.0
3,32953,1.0,22,4764.0
3,33682,1.0,22,2747.0
3,48689,1.0,22,2525.0
3,33261,1.0,22,364.0
3,32962,0.0,22,3530.0
3,49028,0.0,22,56774.0
3,5410,6.0,22,2194.0
3,43307,19.0,22,16520.0
3,36002,10.0,22,3.0
3,36408,5.0,22,5521.0
3,9717,9.0,22,820.0
3,49779,7.0,22,237.0
3,32304,17.0,22,340.0
3,46136,17.0,22,391.0
3,49986,6.0,22,83.0
3,35113,6.0,22,2675.0
3,44859,6.0,22,335.0
3,49028,14.0,22,4967.0
3,36008,15.0,22,199.0
3,30552,15.0,22,1810.0
3,32640,31.0,22,10.0
3,45112,26.0,22,639.0
3,42436,27.0,22,59.0
3,1146,19.0,22,14829.0
3,31520,19.0,22,190.0
3,1187,8.0,22,273.0
3,45527,29.0,22,49.0
3,31466,29.0,22,385.0
3,30215,29.0,22,19.0
3,31309,10.0,22,1243.0
3,34206,5.0,22,101012.0
3,34208,5.0,22,9522.0
3,32864,5.0,22,6164.0
3,32132,5.0,22,119.0
3,31507,11.0,22,23440.0
3,32934,11.0,22,4802.0
3,30092,10.0,22,58.0
3,8864,12.0,22,463.0
3,48019,24.0,22,48.0
3,37210,7.0,22,9.0
3,7761,7.0,22,250.0
3,32287,7.0,22,93.0
3,31498,24.0,22,14.0
3,36003,3.0,22,157.0
3,31710,0.0,22,613.0
3,43364,0.0,22,1896.0
3,33266,1.0,22,88.0
3,30385,0.0,22,3674.0
3,5919,1.0,22,67.0
3,36639,2.0,22,984.0
3,30187,2.0,22,1814.0
3,36978,2.0,22,1152.0
3,43190,5.0,22,1687.0
3,43128,11.0,22,15.0
3,4150,9.0,22,6635.0
3,33902,9.0,22,2217.0
3,32954,17.0,22,165.0
3,33681,17.0,22,495.0
3,30569,32.0,22,1150.0
3,323,6.0,0,210.0
3,4259,20.0,22,4485.0
3,49765,20.0,22,506.0
3,43215,26.0,22,936.0
3,43066,28.0,22,2222.0
3,30314,28.0,22,2079.0
3,34053,19.0,22,7100.0
3,30552,29.0,22,5856.0
3,43069,29.0,22,29224.0
3,1150,8.0,22,60358.0
3,42434,8.0,22,6589.0
3,43089,2.0,22,194.0
3,33262,26.0,22,60.0
3,34793,26.0,22,178.0
3,35526,27.0,22,470.0
3,32278,27.0,22,6.0
3,634,19.0,16,102.0
3,5355,29.0,22,45.0
3,44371,16.0,22,1016.0
3,30249,16.0,22,51.0
3,43291,19.0,22,0.0
3,33244,11.0,22,92.0
3,35244,11.0,22,196.0
3,35728,24.0,22,120.0
3,323,0.0,0,17222.0
3,45143,0.0,22,335638.0
3,31473,1.0,22,2056.0
3,34802,1.0,22,19469.0
3,43038,1.0,22,2665.0
3,890,1.0,16,48.0
3,2438,10.0,22,8.0
3,5386,9.0,22,98.0
3,49997,17.0,22,0.0
3,37210,6.0,22,538.0
3,30415,14.0,22,367.0
3,43066,14.0,22,1117.0
3,35841,15.0,22,2073.0
3,35119,15.0,22,818.0
3,31514,2.0,22,10484.0
3,40450,26.0,22,1283.0
3,36610,28.0,22,31496.0
3,36537,28.0,22,730.0
3,34867,28.0,22,280.0
3,1109,27.0,22,9674.0
3,6469,19.0,22,6623.0
3,48893,29.0,22,2376.0
3,34053,8.0,22,15869.0
3,35241,19.0,22,76.0
3,47068,19.0,22,165.0
3,1182,10.0,16,5778.0
3,34786,26.0,22,4900.0
3,5354,10.0,22,142.0
3,43307,11.0,22,97894.0
3,43174,12.0,22,1704.0
3,46716,12.0,22,897.0
3,43305,24.0,22,965.0
3,35113,24.0,22,1340.0
3,35106,7.0,22,2358.0
3,1160,9.0,22,56.0
3,34225,9.0,22,3369.0
3,43246,9.0,22,3514.0
3,48579,9.0,22,149.0
3,2261,9.0,22,283.0
3,34389,9.0,22,497.0
3,36830,9.0,22,67.0
3,33267,9.0,22,25.0
3,35142,13.0,22,1228.0
3,30531,13.0,22,9492.0
3,1168,1.0,22,5223.0
3,36747,0.0,22,23117.0
3,31625,0.0,22,13077.0
3,43039,0.0,22,14121.0
3,43341,0.0,22,8489.0
3,32860,0.0,22,4837.0
3,6437,32.0,22,976.0
3,45111,0.0,22,1079.0
3,32441,2.0,22,108.0
3,35828,12.0,22,148.0
3,32353,7.0,22,926.0
3,49782,7.0,22,400.0
3,46087,17.0,22,55.0
3,4280,16.0,22,15563.0
3,4280,6.0,22,22626.0
3,31590,6.0,22,657.0
3,32937,6.0,22,2012.0
3,32864,6.0,22,1240.0
3,32934,14.0,22,2933.0
3,31514,14.0,22,1107.0
3,35516,20.0,22,3693.0
3,1242,15.0,16,27903.0
3,30552,31.0,22,218.0
3,5460,1.0,22,8271.0
3,40639,1.0,22,718.0
3,43033,2.0,22,34185.0
3,1242,26.0,16,15914.0
3,48893,27.0,22,690.0
3,32959,19.0,22,280.0
3,1216,8.0,22,16712.0
3,34851,2.0,22,2501.0
3,34212,19.0,22,1841.0
3,43158,19.0,22,70.0
3,34851,10.0,22,576.0
3,43348,26.0,22,167.0
3,43027,28.0,22,256.0
3,40450,10.0,22,3031.0
3,34264,5.0,22,41053.0
3,31467,24.0,22,1136.0
3,43342,24.0,22,271.0
3,30190,5.0,22,1017.0
3,30214,9.0,22,1403.0
3,43207,7.0,22,9694.0
3,1687,13.0,22,4840.0
3,40639,9.0,22,151.0
3,40639,7.0,22,81.0
3,32290,7.0,22,18.0
3,34787,7.0,22,2019.0
3,31575,9.0,22,43.0
3,34204,13.0,22,1154.0
3,34865,13.0,22,11994.0
3,31690,13.0,22,1505.0
3,43174,6.0,22,453.0
3,1129,3.0,1,22106.0
3,1109,0.0,22,112013.0
3,48417,0.0,22,44391.0
3,325,0.0,3,10664.0
3,35516,0.0,22,23425.0
3,34867,1.0,22,4615.0
3,48925,0.0,22,219.0
3,43074,32.0,22,3334.0
3,34938,5.0,22,5761.0
3,43190,10.0,22,1334.0
3,43237,11.0,22,31.0
3,35141,32.0,22,133.0
3,30549,14.0,22,1387.0
3,1146,20.0,22,15738.0
3,30532,20.0,22,10061.0
3,1230,2.0,25,11409.0
3,30531,2.0,22,13548.0
3,33244,2.0,22,364.0
3,2233,26.0,22,17109.0
3,30249,26.0,22,75.0
3,43058,26.0,22,5643.0
3,30314,26.0,22,216.0
3,43068,27.0,22,5295.0
3,31471,29.0,22,3637.0
3,30532,8.0,22,59978.0
3,43222,8.0,22,30.0
3,31514,8.0,22,3265.0
3,43263,2.0,22,0.0
3,43335,19.0,22,391.0
3,45527,19.0,22,10.0
3,34212,29.0,22,1211.0
3,45182,29.0,22,10.0
3,31471,10.0,22,6386.0
3,43343,26.0,22,88.0
3,43345,26.0,22,302.0
3,5355,27.0,22,174.0
3,5328,27.0,22,65.0
3,48076,2.0,22,102.0
3,42086,29.0,22,482.0
3,30813,16.0,22,228.0
3,43068,11.0,22,3535.0
3,46716,11.0,22,621.0
3,43186,11.0,22,4969.0
3,35097,12.0,22,1767.0
3,35107,12.0,22,3400.0
3,6469,7.0,22,1643.0
3,1232,7.0,25,15889.0
3,5350,7.0,22,619.0
3,43274,13.0,22,18793.0
3,33672,13.0,22,158.0
3,33261,7.0,22,74.0
3,34258,13.0,22,60.0
3,1150,24.0,22,15544.0
3,43069,1.0,22,93443.0
3,45305,0.0,22,607.0
3,43118,6.0,22,147.0
3,412,29.0,16,1680.0
3,43377,2.0,22,1992.0
3,34178,10.0,22,7348.0
3,30099,13.0,22,5.0
3,40292,17.0,22,1751.0
3,1129,16.0,1,13061.0
3,32322,16.0,22,943.0
3,1145,15.0,22,4956.0
3,4910,31.0,22,1875.0
3,1146,28.0,22,13173.0
3,1145,28.0,22,3317.0
3,30416,28.0,22,344.0
3,41843,27.0,22,4777.0
3,32846,27.0,22,7.0
3,1309,8.0,22,37316.0
3,43069,8.0,22,39127.0
3,40886,8.0,22,7891.0
3,30569,8.0,22,7823.0
3,8863,29.0,22,27.0
3,33678,2.0,22,844.0
3,43209,19.0,22,411.0
3,45567,29.0,22,216.0
3,34851,27.0,22,312.0
3,3894,28.0,22,1029.0
3,31506,29.0,22,574.0
3,43209,11.0,22,16575.0
3,35131,24.0,22,1802.0
3,5337,7.0,22,15340.0
3,31310,13.0,22,13961.0
3,1160,13.0,22,467.0
3,35148,9.0,22,1831.0
3,34786,9.0,22,18936.0
3,31584,24.0,22,60.0
3,34208,24.0,22,0.0
3,48419,3.0,22,3051.0
3,31584,0.0,22,2331.0
3,49027,0.0,22,2160.0
3,45296,0.0,22,9192.0
3,3621,2.0,22,2304.0
3,4152,9.0,22,8870.0
3,1111,7.0,22,98.0
3,46194,17.0,22,475.0
3,41938,16.0,22,28098.0
3,31471,16.0,22,6597.0
3,6469,32.0,22,407.0
3,32864,32.0,22,59.0
3,33853,6.0,22,48.0
3,43084,6.0,22,6286.0
3,42869,15.0,22,391.0
3,1182,31.0,16,4240.0
3,32937,31.0,22,110.0
3,2230,20.0,22,1224.0
3,40640,20.0,22,639.0
3,33871,26.0,22,176.0
3,43038,29.0,22,1959.0
3,43082,2.0,22,186.0
3,34787,19.0,22,580.0
3,31514,10.0,22,5951.0
3,43060,27.0,22,262.0
3,32287,27.0,22,12.0
3,43169,28.0,22,19.0
3,5707,10.0,22,6855.0
3,31625,10.0,22,545.0
3,31467,5.0,22,7263.0
3,34892,11.0,22,6803.0
3,34054,24.0,22,2145.0
3,1134,9.0,22,2248.0
3,632,7.0,29,447.0
3,30946,7.0,22,702.0
3,1112,13.0,22,2500.0
3,30252,13.0,22,119.0
3,43255,13.0,22,154.0
3,6469,3.0,22,61856.0
3,323,3.0,0,315.0
3,32863,1.0,22,147.0
3,72,1.0,6,24531.0
3,35975,1.0,22,227.0
3,33004,0.0,22,17.0
3,34469,0.0,22,4841.0
3,34794,0.0,22,14606.0
3,42437,0.0,22,3598.0
3,6177,0.0,22,12709.0
3,6490,0.0,22,9917.0
3,412,2.0,16,240.0
3,32370,5.0,22,0.0
3,32408,13.0,22,541.0
3,31221,7.0,22,0.0
3,1125,16.0,1,53831.0
3,35841,16.0,22,1236.0
3,1212,6.0,22,30686.0
3,47840,20.0,22,1554.0
3,34050,20.0,22,1055.0
3,43069,20.0,22,8295.0
3,32815,15.0,22,1832.0
3,36001,31.0,22,3.0
3,43147,31.0,22,628.0
3,32940,2.0,22,27399.0
3,32959,2.0,22,704.0
3,46440,2.0,22,555.0
3,6469,26.0,22,1166.0
3,141,26.0,10,162.0
3,34851,28.0,22,328.0
3,1169,19.0,22,5773.0
3,32864,19.0,22,872.0
3,48417,8.0,22,27350.0
3,31498,29.0,22,20.0
3,32940,5.0,22,11188.0
3,739,10.0,22,187.0
3,37058,24.0,22,23202.0
3,43175,9.0,22,2820.0
3,34867,24.0,22,680.0
3,1240,3.0,29,94235.0
3,1232,1.0,25,114361.0
3,41843,1.0,22,27101.0
3,4280,0.0,22,95997.0
3,35452,0.0,22,86676.0
3,43206,14.0,22,4047.0
3,31716,2.0,22,2.0
3,1233,2.0,16,73.0
3,31278,5.0,22,3061.0
3,44829,10.0,22,2831.0
3,37400,7.0,22,242.0
3,30555,16.0,22,1285.0
3,40985,32.0,22,6499.0
3,30215,32.0,22,27.0
3,35635,2.0,22,1276.0
3,665,2.0,22,22.0
3,49492,2.0,22,50.0
3,30555,26.0,22,2306.0
3,2025,28.0,22,1990.0
3,1187,29.0,22,52.0
3,36988,29.0,22,99.0
3,3270,8.0,22,3730.0
3,32284,2.0,22,322.0
3,35526,10.0,22,112.0
3,43344,26.0,22,100.0
3,33267,26.0,22,18.0
3,34255,27.0,22,240.0
3,36536,28.0,22,919.0
3,37005,10.0,22,4699.0
3,30249,5.0,22,1914.0
3,43065,10.0,22,1397.0
3,35145,11.0,22,10514.0
3,32815,12.0,22,2433.0
3,43338,24.0,22,1238.0
3,1242,7.0,16,53294.0
3,632,9.0,29,224.0
3,32860,13.0,22,35.0
3,43082,24.0,22,61.0
